"ENSEMBL","ENTREZID","SYMBOL","GENENAME"
"ENSG00000221139","124900410","LOC124900410","small nucleolar RNA SNORD23"
"ENSG00000221148","124900326","LOC124900326","small nucleolar RNA SNORA3/SNORA45 family"
"ENSG00000221164","109617000","SNORA11F","small nucleolar RNA, H/ACA box 11F"
"ENSG00000221176","100302175","MIR1207","microRNA 1207"
"ENSG00000221184",NA,NA,NA
"ENSG00000221187","100313772","MIR548M","microRNA 548m"
"ENSG00000221190","100422985","MIR1184-2","microRNA 1184-2"
"ENSG00000221200","100302208","MIR1253","microRNA 1253"
"ENSG00000221203","100302279","MIR1262","microRNA 1262"
"ENSG00000221206","106481867","RNU6ATAC15P","RNA, U6atac small nuclear 15, pseudogene"
"ENSG00000221214","100313921","MIR548E","microRNA 548e"
"ENSG00000221216","106481167","RNU6ATAC27P","RNA, U6atac small nuclear 27, pseudogene"
"ENSG00000221227","100302270","MIR1305","microRNA 1305"
"ENSG00000221230","100302275","MIR548L","microRNA 548l"
"ENSG00000221238","100302268","MIR1285-2","microRNA 1285-2"
"ENSG00000221240","100302172","MIR1258","microRNA 1258"
"ENSG00000221241","692202","SNORD88A","small nucleolar RNA, C/D box 88A"
"ENSG00000221245","124900187","LOC124900187","small nucleolar RNA SNORA11"
"ENSG00000221251","100302148","MIR1263","microRNA 1263"
"ENSG00000221255","106479558","RNU6ATAC37P","RNA, U6atac small nuclear 37, pseudogene"
"ENSG00000221261","100302281","MIR1208","microRNA 1208"
"ENSG00000221263","100302288","MIR548P","microRNA 548p"
"ENSG00000221264","100302112","MIR1284","microRNA 1284"
"ENSG00000221265","100302193","MIR1255A","microRNA 1255a"
"ENSG00000221269","100302223","MIR1302-8","microRNA 1302-8"
"ENSG00000221273","100302280","MIR1237","microRNA 1237"
"ENSG00000221275","100302277","MIR548I2","microRNA 548i-2"
"ENSG00000221287","100302134","MIR1289-2","microRNA 1289-2"
"ENSG00000221288","100313824","MIR663B","microRNA 663b"
"ENSG00000221296","100422849","MIR548T","microRNA 548t"
"ENSG00000221300","124900542","LOC124900542","small nucleolar RNA SNORD75"
"ENSG00000221303","677845","SNORA79","small nucleolar RNA, H/ACA box 79"
"ENSG00000221305","100302186","MIR548I3","microRNA 548i-3"
"ENSG00000221325","100302113","MIR1200","microRNA 1200"
"ENSG00000221331","100313841","MIR548Q","microRNA 548q"
"ENSG00000221332","124901509","LOC124901509","small nucleolar RNA U3"
"ENSG00000221333","100313770","MIR548K","microRNA 548k"
"ENSG00000221340","106479551","RNU6ATAC18P","RNA, U6atac small nuclear 18, pseudogene"
"ENSG00000221345","124901508","LOC124901508","small nucleolar RNA U3"
"ENSG00000221348","100302239","MIR548F5","microRNA 548f-5"
"ENSG00000221355","100302124","MIR1288","microRNA 1288"
"ENSG00000221363","106480541","RNU6ATAC20P","RNA, U6atac small nuclear 20, pseudogene"
"ENSG00000221365","100302201","MIR1228","microRNA 1228"
"ENSG00000221369","100313938","MIR548G","microRNA 548g"
"ENSG00000221371","100302116","MIR1265","microRNA 1265"
"ENSG00000221375","106481166","RNU6ATAC23P","RNA, U6atac small nuclear 23, pseudogene"
"ENSG00000221381","692203","SNORD88B","small nucleolar RNA, C/D box 88B"
"ENSG00000221387","106481161","RNU6ATAC8P","RNA, U6atac small nuclear 8, pseudogene"
"ENSG00000221390","100302178","MIR1295A","microRNA 1295a"
"ENSG00000221393","100302140","MIR1302-6","microRNA 1302-6"
"ENSG00000221394","100302156","MIR1229","microRNA 1229"
"ENSG00000221398","124900474","LOC124900474","small nucleolar RNA SNORA11"
"ENSG00000221400","109616985","SNORD3J","small nucleolar RNA, C/D box 3J"
"ENSG00000221406",NA,NA,NA
"ENSG00000221410","100302226","MIR1238","microRNA 1238"
"ENSG00000221411","100302283","MIR1227","microRNA 1227"
"ENSG00000221420","677847","SNORA81","small nucleolar RNA, H/ACA box 81"
"ENSG00000221421","100302265","MIR1283-1","microRNA 1283-1"
"ENSG00000221430","100302181","MIR1294","microRNA 1294"
"ENSG00000221436","100302159","MIR548F3","microRNA 548f-3"
"ENSG00000221439","106481160","RNU4ATAC16P","RNA, U4atac small nuclear 16, pseudogene"
"ENSG00000221440","106481169","RNU6ATAC31P","RNA, U6atac small nuclear 31, pseudogene"
"ENSG00000221442","100313895","MIR548F4","microRNA 548f-4"
"ENSG00000221445","100302246","MIR1301","microRNA 1301"
"ENSG00000221455","124901507","LOC124901507","small nucleolar RNA U3"
"ENSG00000221456","100302259","MIR1202","microRNA 1202"
"ENSG00000221459","100124540","SNORA11C","small nucleolar RNA, H/ACA box 11C"
"ENSG00000221461","124902101","LOC124902101","small nucleolar RNA U3"
"ENSG00000221463","100302214","MIR1277","microRNA 1277"
"ENSG00000221464","100302203","MIR1271","microRNA 1271"
"ENSG00000221466","100616252","MIR548AJ2","microRNA 548aj-2"
"ENSG00000221468","106481162","RNU6ATAC11P","RNA, U6atac small nuclear 11, pseudogene"
"ENSG00000221475","100124541","SNORA11D","small nucleolar RNA, H/ACA box 11D"
"ENSG00000221476","100302217","MIR1827","microRNA 1827"
"ENSG00000221479","100302289","MIR1251","microRNA 1251"
"ENSG00000221491","677815","SNORA2C","small nucleolar RNA, H/ACA box 2C"
"ENSG00000221493","100302135","MIR320C1","microRNA 320c-1"
"ENSG00000221494","100302191","MIR548I4","microRNA 548i-4"
"ENSG00000221496","124904153","LOC124904153","small nucleolar RNA U3"
"ENSG00000221498","124900540","LOC124900540","small nucleolar RNA SNORA77"
"ENSG00000221500","594838","SNORD100","small nucleolar RNA, C/D box 100"
"ENSG00000221502","100302219","MIR1245A","microRNA 1245a"
"ENSG00000221507","106479560","RNU6ATAC40P","RNA, U6atac small nuclear 40, pseudogene"
"ENSG00000221510","100313829","MIR548O","microRNA 548o"
"ENSG00000221514",NA,NA,NA
"ENSG00000221518","106479550","RNU6ATAC16P","RNA, U6atac small nuclear 16, pseudogene"
"ENSG00000221520","100302218","MIR1285-1","microRNA 1285-1"
"ENSG00000221525","100302157","MIR1185-1","microRNA 1185-1"
"ENSG00000221527","106481869","RNU6ATAC41P","RNA, U6atac small nuclear 41, pseudogene"
"ENSG00000221537","100313830","MIR548H1","microRNA 548h-1"
"ENSG00000221539","692212","SNORD99","small nucleolar RNA, C/D box 99"
"ENSG00000221540","100302256","MIR1180","microRNA 1180"
"ENSG00000221545","100313835","MIR1255B2","microRNA 1255b-2"
"ENSG00000221548","100302205","MIR1283-2","microRNA 1283-2"
"ENSG00000221552","100302284","MIR1303","microRNA 1303"
"ENSG00000221562",NA,NA,NA
"ENSG00000221563","100302177","MIR1269A","microRNA 1269a"
"ENSG00000221564","106481173","RNU6ATAC42P","RNA, U6atac small nuclear 42, pseudogene"
"ENSG00000221571",NA,NA,NA
"ENSG00000221574","106481170","RNU6ATAC33P","RNA, U6atac small nuclear 33, pseudogene"
"ENSG00000221583","106479552","RNU6ATAC21P","RNA, U6atac small nuclear 21, pseudogene"
"ENSG00000221585","100302232","MIR1226","microRNA 1226"
"ENSG00000221586","100302228","MIR1261","microRNA 1261"
"ENSG00000221594","100302192","MIR548F1","microRNA 548f-1"
"ENSG00000221598","100302149","MIR1249","microRNA 1249"
"ENSG00000221601","100873889","RNU4ATAC2P","RNA, U4atac small nuclear 2, pseudogene"
"ENSG00000221604","100302220","MIR1293","microRNA 1293"
"ENSG00000221611","124903100","LOC124903100","small nucleolar RNA SNORD88"
"ENSG00000221614","100302209","MIR1185-2","microRNA 1185-2"
"ENSG00000221616","100313884","MIR548H4","microRNA 548h-4"
"ENSG00000221628","100302130","MIR1302-4","microRNA 1302-4"
"ENSG00000221630","100302235","MIR1179","microRNA 1179"
"ENSG00000221633","124906382","LOC124906382","small nucleolar RNA U3"
"ENSG00000221634","100302121","MIR1276","microRNA 1276"
"ENSG00000221638","124906195","LOC124906195","small nucleolar RNA U3"
"ENSG00000221639","124900180","LOC124900180","small nucleolar RNA SNORA3/SNORA45 family"
"ENSG00000221641","100302233","MIR1268A","microRNA 1268a"
"ENSG00000221643","677843","SNORA77","small nucleolar RNA, H/ACA box 77"
"ENSG00000221650","100302286","MIR1267","microRNA 1267"
"ENSG00000221656","100188847","MIR1225","microRNA 1225"
"ENSG00000221662","100302276","MIR1290","microRNA 1290"
"ENSG00000221669","100302152","MIR548N","microRNA 548n"
"ENSG00000221673","124904668","LOC124904668","small nucleolar RNA U3"
"ENSG00000221676","100151684","RNU6ATAC","RNA, U6atac small nuclear"
"ENSG00000221680","100302163","MIR1278","microRNA 1278"
"ENSG00000221697","100302123","MIR1275","microRNA 1275"
"ENSG00000221698","100302287","MIR548H3","microRNA 548h-3"
"ENSG00000221703","100313774","MIR302E","microRNA 302e"
"ENSG00000221710","100302153","MIR1298","microRNA 1298"
"ENSG00000221711",NA,NA,NA
"ENSG00000221716","677799","SNORA11","small nucleolar RNA, H/ACA box 11"
"ENSG00000221719","109616997","SNORA3C","small nucleolar RNA, H/ACA box 3C"
"ENSG00000221725",NA,NA,NA
"ENSG00000221737","100302204","MIR548I1","microRNA 548i-1"
"ENSG00000221739","100302211","MIR1203","microRNA 1203"
"ENSG00000221740","692210","SNORD93","small nucleolar RNA, C/D box 93"
"ENSG00000221745","100302250","MIR1197","microRNA 1197"
"ENSG00000221750","109616961","SNORA11G","small nucleolar RNA, H/ACA box 11G"
"ENSG00000221753",NA,NA,NA
"ENSG00000221754","100302236","MIR1260A","microRNA 1260a"
"ENSG00000221760","100313914","MIR548J","microRNA 548j"
"ENSG00000221763","100302125","MIR1289-1","microRNA 1289-1"
"ENSG00000221768","100302147","MIR1302-7","microRNA 1302-7"
"ENSG00000221771","100302161","MIR1205","microRNA 1205"
"ENSG00000221782","100313771","MIR548F2","microRNA 548f-2"
"ENSG00000221783","100302122","MIR1183","microRNA 1183"
"ENSG00000221788","100302136","MIR1252","microRNA 1252"
"ENSG00000221792","100302254","MIR1282","microRNA 1282"
"ENSG00000221801","100313773","MIR548H2","microRNA 548h-2"
"ENSG00000221803","692091","SNORD23","small nucleolar RNA, C/D box 23"
"ENSG00000221806","106479557","RNU6ATAC34P","RNA, U6atac small nuclear 34, pseudogene"
"ENSG00000221808","100302155","MIR1256","microRNA 1256"
"ENSG00000221813","135946","OR6B1","olfactory receptor family 6 subfamily B member 1"
"ENSG00000221817","101929145","PPP3CB-AS1","PPP3CB antisense RNA 1 (head to head)"
"ENSG00000221818","64641","EBF2","EBF transcription factor 2"
"ENSG00000221819","750","GAS8-AS1","GAS8 antisense RNA 1"
"ENSG00000221821","441150","C6orf226","chromosome 6 open reading frame 226"
"ENSG00000221823","5534","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha"
"ENSG00000221826","5671","PSG3","pregnancy specific beta-1-glycoprotein 3"
"ENSG00000221829","2189","FANCG","FA complementation group G"
"ENSG00000221836","393046","OR2A5","olfactory receptor family 2 subfamily A member 5"
"ENSG00000221837","386676","KRTAP10-9","keratin associated protein 10-9"
"ENSG00000221838","9179","AP4M1","adaptor related protein complex 4 subunit mu 1"
"ENSG00000221840","81318","OR4A5","olfactory receptor family 4 subfamily A member 5"
"ENSG00000221843","84226","C2orf16","chromosome 2 open reading frame 16"
"ENSG00000221845","401335","LINC02902","long intergenic non-protein coding RNA 2902"
"ENSG00000221852","83895","KRTAP1-5","keratin associated protein 1-5"
"ENSG00000221855","259287","TAS2R41","taste 2 receptor member 41"
"ENSG00000221857",NA,NA,NA
"ENSG00000221858","346525","OR2A12","olfactory receptor family 2 subfamily A member 12"
"ENSG00000221859","353333","KRTAP10-10","keratin associated protein 10-10"
"ENSG00000221864","353323","KRTAP12-2","keratin associated protein 12-2"
"ENSG00000221866","91584","PLXNA4","plexin A4"
"ENSG00000221867","4102","MAGEA3","MAGE family member A3"
"ENSG00000221869","1052","CEBPD","CCAAT enhancer binding protein delta"
"ENSG00000221874","100529240","ZNF816-ZNF321P","ZNF816-ZNF321P readthrough"
"ENSG00000221878","5676","PSG7","pregnancy specific beta-1-glycoprotein 7"
"ENSG00000221880","81850","KRTAP1-3","keratin associated protein 1-3"
"ENSG00000221882","4995","OR3A2","olfactory receptor family 3 subfamily A member 2"
"ENSG00000221883",NA,NA,NA
"ENSG00000221886","63920","FAM200C","family with sequence similarity 200 member C"
"ENSG00000221887","284293","HMSD","histocompatibility minor serpin domain containing"
"ENSG00000221888","26188","OR1C1","olfactory receptor family 1 subfamily C member 1"
"ENSG00000221890","23467","NPTXR","neuronal pentraxin receptor"
"ENSG00000221900","285877","POM121L12","POM121 transmembrane nucleoporin like 12"
"ENSG00000221909","221786","FAM200A","family with sequence similarity 200 member A"
"ENSG00000221910","135948","OR2F2","olfactory receptor family 2 subfamily F member 2"
"ENSG00000221914","5520","PPP2R2A","protein phosphatase 2 regulatory subunit Balpha"
"ENSG00000221916","55150","C19orf73","chromosome 19 open reading frame 73"
"ENSG00000221923","400713","ZNF880","zinc finger protein 880"
"ENSG00000221926","10626","TRIM16","tripartite motif containing 16"
"ENSG00000221931","390260","OR6X1","olfactory receptor family 6 subfamily X member 1"
"ENSG00000221932","641654","HEPN1","hepatocellular carcinoma, down-regulated 1"
"ENSG00000221933","392138","OR2A25","olfactory receptor family 2 subfamily A member 25"
"ENSG00000221937","259286","TAS2R40","taste 2 receptor member 40"
"ENSG00000221938","135941","OR2A14","olfactory receptor family 2 subfamily A member 14"
"ENSG00000221944","200765","TIGD1","tigger transposable element derived 1"
"ENSG00000221946","53822","FXYD7","FXYD domain containing ion transport regulator 7"
"ENSG00000221947","389668","XKR9","XK related 9"
"ENSG00000221949","283416","LINC01465","long intergenic non-protein coding RNA 1465"
"ENSG00000221953","388759","LINC02897","long intergenic non-protein coding RNA 2897"
"ENSG00000221954","283093","OR4C12","olfactory receptor family 4 subfamily C member 12"
"ENSG00000221955","84561","SLC12A8","solute carrier family 12 member 8"
"ENSG00000221963","80830","APOL6","apolipoprotein L6"
"ENSG00000221968","3995","FADS3","fatty acid desaturase 3"
"ENSG00000221970","346528","OR2A1","olfactory receptor family 2 subfamily A member 1"
"ENSG00000221977","26686","OR4E2","olfactory receptor family 4 subfamily E member 2"
"ENSG00000221978","81669","CCNL2","cyclin L2"
"ENSG00000221983","7311","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1"
"ENSG00000221986","343263","MYBPHL","myosin binding protein H like"
"ENSG00000221988","9374","PPT2","palmitoyl-protein thioesterase 2"
"ENSG00000221989","442361","OR2A2","olfactory receptor family 2 subfamily A member 2"
"ENSG00000221990",NA,NA,NA
"ENSG00000221994","57232","ZNF630","zinc finger protein 630"
"ENSG00000221995",NA,NA,NA
"ENSG00000221996","143496","OR52B4","olfactory receptor family 52 subfamily B member 4"
"ENSG00000222000",NA,NA,NA
"ENSG00000222001","101928881","LOC101928881","uncharacterized LOC101928881"
"ENSG00000222004","285941","LINC02860","long intergenic non-protein coding RNA 2860"
"ENSG00000222005","388948","LINC01118","long intergenic non-protein coding RNA 1118"
"ENSG00000222007",NA,NA,NA
"ENSG00000222009","149478","BTBD19","BTB domain containing 19"
"ENSG00000222011","222234","FAM185A","family with sequence similarity 185 member A"
"ENSG00000222012","105375614","LOC105375614","uncharacterized LOC105375614"
"ENSG00000222014","84084","RAB6C","RAB6C, member RAS oncogene family"
"ENSG00000222017",NA,NA,NA
"ENSG00000222018","101928147","C21orf140","chromosome 21 open reading frame 140"
"ENSG00000222020","101928111","HDAC4-AS1","HDAC4 antisense RNA 1"
"ENSG00000222022",NA,NA,NA
"ENSG00000222028","122706","PSMB11","proteasome subunit beta 11"
"ENSG00000222030","101927285","LINC01793","long intergenic non-protein coding RNA 1793"
"ENSG00000222031",NA,NA,NA
"ENSG00000222032",NA,NA,NA
"ENSG00000222033","440925","LINC01124","long intergenic non-protein coding RNA 1124"
"ENSG00000222035","729224","KIAA2012-AS1","KIAA2012 antisense RNA 1"
"ENSG00000222036","641455","POTEM","POTE ankyrin domain family member M"
"ENSG00000222038","653781","POTEJ","POTE ankyrin domain family member J"
"ENSG00000222041","112597","CYTOR","cytoskeleton regulator RNA"
"ENSG00000222042",NA,NA,NA
"ENSG00000222043",NA,NA,NA
"ENSG00000222044",NA,NA,NA
"ENSG00000222046","149069","DCDC2B","doublecortin domain containing 2B"
"ENSG00000222047","414236","C10orf55","chromosome 10 putative open reading frame 55"
"ENSG00000222051","106480079","RNU6-1165P","RNA, U6 small nuclear 1165, pseudogene"
"ENSG00000222057","106479586","RNU4-62P","RNA, U4 small nuclear 62, pseudogene"
"ENSG00000222067","106481199","RNU4-86P","RNA, U4 small nuclear 86, pseudogene"
"ENSG00000222068","106480881","RN7SKP154","RN7SK pseudogene 154"
"ENSG00000222069","106480920","RN7SKP285","RN7SK pseudogene 285"
"ENSG00000222071","100302129","MIR1915","microRNA 1915"
"ENSG00000222072",NA,NA,NA
"ENSG00000222076","26854","RNU2-3P","RNA, U2 small nuclear 3, pseudogene"
"ENSG00000222078","106480867","RN7SKP110","RN7SK pseudogene 110"
"ENSG00000222087","106481774","RNU6-721P","RNA, U6 small nuclear 721, pseudogene"
"ENSG00000222092","106479968","RNU6-908P","RNA, U6 small nuclear 908, pseudogene"
"ENSG00000222094","106480226","RNU2-65P","RNA, U2 small nuclear 65, pseudogene"
"ENSG00000222095","124903422","LOC124903422","small nucleolar RNA SNORD113/SNORD114 family"
"ENSG00000222099","106479109","RN7SKP32","RN7SK pseudogene 32"
"ENSG00000222102","106480905","RN7SKP232","RN7SK pseudogene 232"
"ENSG00000222107","106479147","RN7SKP117","RN7SK pseudogene 117"
"ENSG00000222111","106480467","RN7SKP148","RN7SK pseudogene 148"
"ENSG00000222112","106480837","RN7SKP16","RN7SK pseudogene 16"
"ENSG00000222114","106480001","RNU6-985P","RNA, U6 small nuclear 985, pseudogene"
"ENSG00000222122","106479853","RNU6-648P","RNA, U6 small nuclear 648, pseudogene"
"ENSG00000222126","106481636","RNU2-9P","RNA, U2 small nuclear 9, pseudogene"
"ENSG00000222139","106481298","RNU6-380P","RNA, U6 small nuclear 380, pseudogene"
"ENSG00000222145","124901521","LOC124901521","small nucleolar RNA SNORA73 family"
